"","Time","SSC.H","SSC.A","FSC.H","FSC.A","SSC.B.H","SSC.B.A","BV421.A","eFluor.450.A","LIVE.DEAD.Blue.A","BV480.A","BV510.A","BV570.A","Super.Bright.645.A","BV711.A","BV785.A","BB515.A","Alexa.Fluor.532.A","PerCP.A","BB700.A","PE.A","PE.Texas.Red.A","PE.Cy5.A","PE.Alexa.Fluor.700.A","PE.Cy7.A","Alexa.Fluor.647.A","Alexa.Fluor.700.A","APC.Cy7.A","FileName","Tetramer_Positive","Tetramer_Positive_AllSheet"
"2859",75.1422958,200971,211155.5,1445491,1569578.5,182974,223035.219,722.346741,2463.23828,1418.90601,27299.0391,284.30249,2849.70215,797.917847,6150.49854,-77.674011,848.990356,11084.4541,-124.47649,294.40564,409.317352,88678.2266,218.084717,798.737915,24120.7988,776.984314,184.701691,88923.4219,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2860",75.1622009,272700,278819.031,1246944,1364387.88,196719,238764.75,1299.39966,2430.77026,2288.20337,26433.9258,2263.65308,2098.3855,1906.03149,6383.52197,1041.34961,-304.00073,7243.16943,101.638702,232.649017,1097.89966,84255.3281,-504.59375,599.348022,7845.9126,672.764404,354.905975,63855.6172,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2861",75.2229996,273238,275122.156,1345771,1498833.63,245273,291261.344,437.988678,3084.18652,2250.59399,16440.7676,987.378418,1616.5564,642.866028,12231.6289,-321.44794,5475.25928,7569.9834,-392.00812,-625.3421,1959.26965,63439.8516,1645.34412,-39.796936,15732.2451,134.75441,412.945282,65657.3359,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2862",75.2425003,354282,361602.531,1398207,1515274.75,375072,448941.375,2233.33472,1238.75854,2238.68994,20827.3984,876.413818,1702.43591,6.59863281,8767.38281,-94.480286,475.743469,13783.0703,-305.71698,689.947388,496.052338,80419.4766,1020.46796,-504.95032,20057.918,451.807495,-108.55074,94515.7266,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2863",75.2483978,264335,271500.906,1501899,1600853.13,277170,321347.531,985.713684,1863.19373,1781.05078,22723.3418,1512.00708,1923.79932,1096.97559,6527.17676,2390.03394,1789.07178,13338.5117,1041.68921,-284.85278,2224.63989,110383.57,374.351807,3912.28418,21515.1875,-45.120834,1223.61169,57041.6133,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2864",75.2643967,360144,374149.281,1496224,1601285.13,321679,365091.844,2056.93286,3655.73901,1383.53003,37257.4922,171.557373,3205.06421,1524.77271,10870.6875,2548.12842,-272.63513,13860.5391,-734.39343,-497.83954,-600.28113,97733.2969,1764.23999,1678.92273,20598.0117,319.271179,-284.21683,81764.3125,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2865",75.287796,380639,421348.75,1473610,1529852.13,420981,487214.156,1774.50391,183.559082,2929.35303,20567.8125,1402.72595,15230.4414,724.962524,3575.17065,421.833557,421.656494,7302.0752,303.003418,2220.96509,695.158325,600.490784,-559.47516,1138.12012,9192.93848,529.668274,44.1819229,2214.27808,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2866",75.3003998,411606,452851.156,1437905,1526191.13,299143,371611.438,1579.62439,162.31897,3800.43213,40388.4844,1854.53882,45522.2813,820.738281,8989.60156,1097.18005,515.204651,8491.5293,5792.71924,11747.9609,-847.80389,-707.22961,133.164307,314.753754,23363.4727,1124.34229,514.729797,69.8065186,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2867",75.3148956,268491,289039.188,1390151,1489021.38,309076,365768.438,1026.80286,1084.47961,2164.2627,16844.0254,629.147705,15765.5547,776.320007,554.285828,2659.31909,771.980957,11850.8037,229.373505,1395.7771,788.000122,544.673706,562.855774,493.381042,4281.48535,-202.87984,487.299072,3772.10913,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2868",75.3504944,247613,266450.813,1425651,1509443.13,241363,271347.094,1950.41711,3051.15479,936.039917,26534.1641,-591.24951,2769.72705,1112.41626,8681.8291,411.393005,2375.61279,14181.2988,-67.626526,-1708.8965,-24.887495,82377.6016,1683.37646,-885.36023,12712.2861,621.738708,985.881348,117811.492,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2869",75.3520966,349256,370336.875,1627210,1734755.88,370453,442501.594,1446.23315,470.474487,2424.38184,49227.6523,1398.95825,1743.79199,168.294617,7981.33643,1501.60242,721.579346,7109.40527,6509.0332,2727.38989,2913.20825,107043.047,62.3773193,5163.47852,44646.6094,216.976395,-5.4060898,34613.7617,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2870",75.3920975,512695,534522.563,1310631,1483060.75,387712,483849.719,1498.14783,981.72876,3245.74414,8114.55762,2314.33618,3164.45557,1211.38379,7076.41504,1278.31006,3066.90576,13069.4473,280.923615,1220.05078,278.687805,52613.5313,533.287354,881.340881,15749.6494,1166.44055,857.440796,242434.078,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2871",75.4235992,368319,378057.813,1400895,1523663.88,303593,358871.031,224.068314,2176.56982,2395.7998,28522.0996,1823.0708,2081.03101,1165.94666,6826.75195,1649.69604,1193.48816,14926.3867,-1360.6744,1684.88525,2670.50879,98194.1094,1564.64001,-813.66895,26905.0254,638.185791,629.194092,29854.5859,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2872",75.4491959,504023,561736.75,1362596,1492665.63,486519,583806,499.527008,2055.40625,3190.02905,33547.0313,4134.18945,5667.79297,505.602936,26093.5371,116.731689,804.417725,15207.5986,1809.78809,1939.90942,911.111328,-316.17139,848.898743,647.184326,10943.7686,-68.034302,22.8700714,496.091125,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2873",75.4528961,289472,299254.813,1439222,1574056.25,330065,391717.594,974.461975,1702.50061,2306.4436,11989.5869,2147.11108,28340.0742,1797.03357,21026.0762,1226.39404,3541.04785,10386.4434,-48.631531,348.247498,43.8021698,-262.01703,9.30557251,772.500427,6226.32764,711.825134,-22.221245,29905.9141,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2874",75.4638977,267855,286074.844,1475647,1569978.38,381861,440352.688,1026.00525,815.5896,2822.39038,25589.9395,1094.83923,837.352783,-194.21674,12138.3027,-1006.6789,1123.25452,3096.0083,950.545776,236.764679,1320.5238,79870.4375,480.428955,16661.9102,8262.01172,675.142639,169.628754,49296.0156,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2875",75.4982986,206752,218534.594,1625132,1726471.38,274730,319768.125,1054.573,3231.73804,2158.47681,23433.8184,1249.43665,682.908081,-248.2453,17768.5293,-2466.5574,1338.72876,12298.3203,-396.06744,243.701111,600.395752,81788.6719,452.64563,694.445679,18707.1055,922.248779,-218.76273,104545.43,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2876",75.5256958,143071,151229.656,1458816,1552693.5,246341,281734.531,1257.45825,1382.82117,1388.54858,22642.5,3.52392578,1382.93872,-123.9057,6540.01514,9.04608154,800.04248,9280.62695,-801.14368,280.674805,466.675842,68846.875,2156.54346,-723.71014,15165.3662,541.044067,447.153534,75610.4609,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2877",75.528595,207706,219123.578,1514914,1647289.25,286936,343051.844,2070.77734,808.000977,1657.44849,14375.374,996.135986,24977.8789,1288.34717,10029.1172,721.170105,1912.85449,7353.43359,-34.183273,-119.74722,1663.00537,582.918579,450.951263,1063.35779,7751.99463,555.178528,733.098145,89296.3828,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2878",75.6222,445206,482050.281,1391452,1495918.25,334621,412209.75,1358.04016,387.646423,3092.34399,5037.0874,825.700684,44260.6992,754.998657,513.704712,202.252197,840.124756,8746.54492,625.940979,211.443115,-1677.0459,-638.12213,-294.02539,407.993896,8307.77051,382.503723,620.661865,6525.17676,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2879",75.6289978,141325,153641.625,1476734,1581759,307862,345429.469,1401.78052,2960.80029,1747.72852,19235.6484,640.914307,271.456177,-2190.613,7117.84033,-1892.0378,2007.65479,14320.042,987.467163,-1010.2441,967.956482,76849.9844,1463.99988,1919.58081,13463.0645,893.27124,588.489319,82766.2031,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2880",75.6595993,462203,481726.844,948265,1070835.88,329657,406988.906,694.672974,1347.69507,2531.573,46868.7578,3159.16016,2358.30444,-111.84894,24161.1816,416.170868,2934.11035,6915.94922,6226.35938,2208.20508,1773.74036,88454.1484,-88.569885,1186.4093,30540.7793,354.597168,797.9021,2248.85156,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2881",75.6707993,160305,169951.641,1415434,1479325.13,237879,266918.156,1545.18164,2500.72803,1419.63208,19099.9316,-792.26001,775.110596,-797.36786,7137.20801,-1997.1912,1552.08093,8576.83984,222.469269,-844.98212,1724.11536,76101.3516,1729.80225,742.719116,14368.0459,404.940857,537.167236,100701.242,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2882",75.6789017,372819,387948.75,1526108,1637395.63,343900,408382.813,916.166138,424.056702,3145.76904,44328.2891,1386.74988,1046.74561,1046.06177,2267.65308,431.50116,368.042786,7582.60254,4470.43018,3571.44287,2139.08716,74746.7422,-858.755,28230.4063,29964.3164,797.153137,-65.855125,120405.594,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2883",75.7601013,191617,193534.984,1491716,1594101.63,199781,230890.766,968.47699,1036.39868,1885.0885,20393.5898,1018.797,1909.16602,698.205261,3405.50488,1115.84631,981.655823,5316.56201,209.863968,1722.73315,1141.7998,48896.5391,395.953979,14359.5898,11789.9385,480.774048,-356.87918,70060.2734,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2884",75.7970963,202481,222158.797,1583654,1696003.38,274976,317589.906,722.206177,1203.96594,2047.724,26230.9043,1554.047,1709.63843,1360.6355,9301.34961,-87.092041,3246.52393,10312.3545,838.069092,-240.37482,300.281403,89285.4609,680.443481,1262.29712,18226.6582,338.244385,-498.32565,67071.5234,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2885",75.8146973,287819,313844.438,1273037,1387471.75,330072,392435.438,1416.7262,979.096802,2007.92859,30362.6426,982.89624,906.064209,430.556091,9625.11719,285.690491,1443.27417,4225.64014,3701.72607,534.39917,1435.81519,88976.1797,1055.02209,8574.92383,16569.2383,276.793091,937.237305,67899.4922,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2886",75.8224945,224331,228237.594,1384547,1499359.75,211915,249100.047,1363.26782,482.883301,1259.74109,22682.5762,400.31958,3235.51758,2081.50269,4090.70557,1346.07861,4562.62207,5178.55127,6147.97412,4418.50439,1993.05249,68322.6563,93.2348633,2968.26465,16984.7129,342.536194,-200.81357,4370.00391,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2887",75.8312988,202689,225049.734,1517277,1608856.75,300173,358513.594,1476.12329,2436.75391,2364.89771,22717.9375,627.955688,1726.17065,-334.83917,10666.7988,749.348022,4833.61572,10901.5244,-19.23175,491.542297,787.951294,80023.9922,717.807556,1152.08215,14612.502,718.488037,648.606812,31471.4727,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2888",75.8363953,413559,428060.313,1107987,1207486.25,370310,410833.563,1314.01697,2348.51367,1407.77771,32327.293,826.796021,3244.00488,2827.03394,8013.70313,1171.99341,1050.62561,8553.55859,237.213211,-300.07672,-88.749382,82671.8516,312.876801,748.598511,13742.4658,1926.16443,294.482574,84198.1641,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2889",75.889801,445248,459254.063,1347204,1438274,318560,359695.563,1779.82361,1567.61597,1944.26892,26190.7813,5249.28809,2402.40771,1960.81543,14210.3652,1705.49829,3671.62061,8285.12695,1121.6626,90.2765656,208.804672,83374.4844,-737.57623,2462.79004,10159.4854,399.786865,-57.179832,45968.0078,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2890",75.9321976,641824,723018,1516667,1674478.63,697208,859696.688,961.539856,1708.74316,3886.34546,49905.4414,2250.92725,1870.4314,459.037048,40985.8516,1462.79858,1308.10522,8442.99219,6607.71582,-1465.5288,487.746979,111710.492,1405.3645,8107.40527,22644.9453,470.215881,1610.28381,3778.09009,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2891",75.9464951,249154,256643.578,1327553,1444921.5,214908,256038.563,1204.16675,1720.73962,2049.29004,8703.8584,-412.46875,32184.8066,1421.35034,5410.51514,834.134216,397.604797,7066.60107,132.659271,725.871399,-1025.674,-79.11821,-694.33435,733.017761,11661.793,779.888977,355.786469,47475.0625,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2892",75.9734955,529741,569944.063,1413745,1593250.25,378734,456297.25,1842.61353,2729.50146,2366.89746,20198.6211,5855.69043,23536.2461,1418.39893,17091.9336,1981.93311,6666.65625,9555.49023,137.732147,183.474976,-139.82245,-19.664963,-274.45258,639.603394,11418.9609,485.000122,183.157318,70228.3203,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2893",76.048996,408358,433761.594,1310240,1393106,329574,381265.156,1074.56665,1957.91821,2338.73511,27594.1875,1339.99951,2941.76196,1661.0896,10546.0938,1231.77222,340.840332,5262.44922,4948.46143,906.671875,773.158875,77515.5313,-1149.8,3500.98828,14561.6914,887.673035,537.45929,48090.3203,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2894",76.0737,183439,194188,1574025,1668770.13,219981,257897.969,3178.46582,1641.70483,1911.95483,61032.7266,-239.89136,304.590576,-243.51141,-1134.9762,-2285.5564,1192.31104,5864.81152,5824.09131,4033.84229,1699.10889,73833.1875,651.657898,55875.2656,52105.0078,256.626221,-27.729912,3962.54004,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2895",76.0738983,357216,372583.094,1546437,1674332.63,351437,422543.844,1638.69263,1413.88086,1915.88647,34038.4414,3949.36523,1893.21814,3056.46655,11046.6797,680.586182,4327.16309,12911.9092,5135.70947,6122.07764,1546.55103,101955.906,890.020325,2407.24951,32488.6875,1539.22546,-438.26541,56434.707,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2896",76.1127014,519119,552946.563,1573211,1729550.75,449945,549580.563,1799.86426,166.65509,3712.1604,4520.96729,5268.91211,30247.6074,1445.83081,6863.55957,304.726135,1341.57483,10240.083,-319.03049,307.300537,333.476776,600.994995,471.318481,266.24649,10414.3926,809.238708,517.850342,69447.7656,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2897",76.1225967,570585,580215.125,1139821,1250031.25,494709,549038.813,1111.28406,810.530457,2596.73755,35319.1563,3152.42773,1583.22681,1222.3916,771.235962,994.135986,1333.64844,10217.4336,6951.30957,14008.2637,785.853821,98453.2422,-1436.5715,1205.59546,28810.8711,1197.9552,684.456299,8046.05664,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2898",76.1280975,247457,280735.469,1666479,1753157,335604,388446.125,329.284332,1764.43604,2559.14893,2064.14282,2761.49023,1154.98047,574.338379,9.45910645,863.150879,2025.33716,15713.2393,184.12616,4002.34717,1004.16364,-196.57045,564.236084,1205.74219,4132.74658,403.18811,1289.14551,422.661499,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2899",76.1292953,355400,378448.438,1501044,1618449.88,304259,381013.063,845.118652,1233.04285,2891.13086,39330.7031,1172.06836,16596.7695,340.59137,30765.7285,1411.49561,909.182007,6837.76904,1458.55798,323.927246,784.404236,-393.34625,-407.0257,1487.14124,11606.3164,47.0438309,415.136261,-265.81293,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2900",76.1472015,209218,224949.766,1598087,1673856,280816,318628.688,749.069641,3273.76978,1570.55005,20850.5508,765.752319,3044.54639,1866.62769,19542.5605,1094.30396,2655.08032,13456.1064,-204.17151,-781.09613,-255.71495,69533.7422,1189.72974,2191.40918,10501.1963,124.439651,170.119049,67903.1406,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2901",76.161499,376191,403191.75,1061794,1226662.88,371037,455831.031,727.981689,1529.99548,2451.16821,34290.8203,1486.67676,2149.37817,1149.57983,14885.2715,1700.61353,1355.72351,6770.72168,7238.65234,1014.96851,2199.36816,107381.023,-1003.1315,3079.94922,22729.2324,456.733948,-7.8260651,4464.48828,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2902",76.1671982,383837,411422.5,1137242,1227942.13,287989,340247.781,512.539612,1293.72949,2646.73584,41385.1094,1710.41797,3321.36182,1912.6626,6939.26367,1702.22119,154.955017,4229.30664,4617.71973,-1093.2744,3342.80933,89966.7734,-340.3468,31263.8418,67684.1875,867.720398,-21.994102,19283.2422,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2903",76.1896973,411786,427987.344,1354565,1429623.75,454541,504885.281,1360.73608,1163.25928,2725.13623,13645.8789,4425.24609,26651.4746,267.476868,11264.1113,435.443146,3010.64453,7643.64648,636.462158,-679.85425,-206.66949,-142.88063,-323.29059,538.356201,8120.92529,853.940247,227.515167,27242.0625,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2904",76.2475967,655340,668486.063,1018858,1135635.5,489744,590837.938,1933.2002,1702.0769,2647.07227,51640.5313,2571.02881,2527.7998,2121.91626,28855.3574,2543.61841,-36.296875,10615.7686,6715.26074,3878.62866,699.05542,83981.3828,-505.39075,2202.7522,10036.915,312.811584,1091.8949,502.098999,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2905",76.2850952,332504,338976.031,1290431,1421435.38,253990,310912.75,1312.01489,2737.53564,2216.80981,18585.916,2520.84058,31945.3809,686.109985,10830.8418,1136.44312,680.771606,5634.36475,5249.64063,9213.27246,-159.99953,-334.64087,608.996094,945.176636,6423.1123,1169.45447,116.166969,86039.8203,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2906",76.2899017,320179,356928,1726823,1814487.5,319423,371556.344,784.081421,296.712891,2850.32715,18277.25,1017.29224,2394.84131,1279.76563,15470.8516,1509.76978,2176.67163,4725.29932,785.497681,-1191.46,1752.97681,54300.1953,1986.88098,6798.56787,6699.36816,70.5557098,325.249451,35222.3125,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2907",76.2959976,191770,200275.75,1579943,1711375,206572,243783.141,1446.30347,2430.99512,1548.96069,27015.2578,907.239624,1124.64063,210.347351,13971.2598,-4.968811,784.643311,10661.5264,965.48175,-1126.7131,1077.95337,68900.5078,264.975098,262.313354,16243.2715,900.003967,192.512421,83747.5313,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2908",76.3339005,205680,226099.75,1598466,1678880.25,275852,315464.313,616.025635,902.67981,1963.76184,12095.0439,1784.99756,14935.0898,1415.67383,9244.56641,75.9182129,781.376343,8404.33691,711.078186,-186.51971,980.093689,136.75679,-367.17767,226.549362,11756.8564,671.75647,436.248383,58640.2656,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2909",76.343399,373032,411141.219,1567608,1644425.13,329339,391156.188,1255.81201,1912.45654,2132.6936,47490.9648,929.20459,2882.84692,1422.25317,42392.9102,1021.48328,-483.80957,5246.02246,7613.81689,4231.54932,443.998383,109583.227,-1348.2367,5084.2627,13258.0615,1184.09375,-891.69312,2612.6936,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2910",76.3462982,364488,381929.313,455587,540697.938,246526,312252.563,1283.72449,1483.36914,1708.30212,24682.4082,292.51001,2947.55859,1401.07471,9695.70313,407.787842,2439.83423,7373.70215,131.034637,862.927063,1077.17419,80529.8672,-1001.0171,330.880798,9066.93555,382.332825,100.557487,11799.0137,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2911",76.3889008,208028,211236,1441964,1582803.75,230960,268745.938,1998.48047,1220.47668,1051.32983,17602.5254,-915.63574,2075.48389,240.686218,7393.52441,1010.19604,2853.26123,7415.12744,-611.37836,1232.00977,9.45079041,69579.0859,764.445679,-609.04999,8254.75488,241.945328,708.070129,22958.9102,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2912",76.3984985,603076,616553,931397,1084233.13,455715,558370.625,1367.75623,802.269836,2627.52612,2791.87012,1432.93188,35047.3086,197.021545,2489.81836,822.838867,3653.53418,8364.71875,181.012787,-13.428925,-1439.9395,-316.02844,253.245163,405.187195,7238.95557,79.40979,486.24173,146.424179,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2913",76.4337006,383907,392439.875,1389351,1527083.25,338001,395850.844,1023.32678,2811.30664,2321.56665,28020.9355,2457.06763,2895.71533,1947.02637,22433.0273,1871.34155,4380.60498,4022.78516,-8.8572388,2485.24731,1849.05969,82294.2422,507.95752,17963.459,41231.7539,216.470627,-284.27933,42209.0664,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2914",76.4510956,169035,174245.266,1450217,1560166.38,261292,292650.906,1815.229,891.309814,1980.42078,12763.5537,185.424561,848.643921,-295.03558,2609.82544,-541.98505,815.065918,5332.25293,1775.40369,9035.72852,1265.49707,56397.4844,746.636963,3048.5459,8822.83594,513.323792,1162.38647,48827.2344,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2915",76.4692993,447738,475570.531,592844,660559.25,359208,432726.031,1069.23657,2044.04944,2481.58838,3208.87646,1684.35376,3292.27295,1211.04504,4828.89307,1332.68945,767.046265,15676.4121,1255.86072,7175.65283,1379.80811,76724.4219,305.061615,1510.18262,24548.2441,430.840332,943.272766,4820.69238,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2916",76.4732971,330804,385923.719,1369748,1552931.63,550657,675229.063,1198.33801,1420.68689,2573.07935,3518.6001,2557.54321,31221.0332,2269.26245,1090.21228,16.5289917,1647.74048,11786.6201,113.640884,-193.46368,3232.68848,515.914856,893.687195,361.266602,31292.9395,265.250977,1022.68817,281.909424,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2917",76.4819946,328587,358175.75,1413905,1513983.38,263889,312351.469,1145.98108,1410.28406,1787.65271,33641.9922,-764.84302,2934.29419,768.297974,14637.416,1463.41943,1688.83496,10214.5234,753.197571,-455.19513,580.583191,57050.8477,-83.492157,480.699524,8493.75684,487.971252,664.303284,25904.7578,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2918",76.486496,557652,570287.563,835512,946566.813,448061,533466.125,1771.95251,-82.615967,2365.5293,25157.3301,1229.70642,28290.4023,660.354004,14982.4082,779.603882,1529.5835,8517.73145,1703.80847,1662.71387,40.4434586,94.7550812,-160.8895,1082.64661,3802.91089,7.10437012,911.911499,456.337341,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2919",76.4925003,243797,270251.906,1611700,1660426.63,383127,428584.125,162.531158,1366.4696,3073.88916,1521.7948,2751.78394,1963.66528,1249.80713,1978.50684,2742.90479,5057.43408,25351.0977,789.341309,73.0125885,273.711945,4.82821655,775.874268,2494.64111,15290.6748,773.732971,1503.92896,32033.8105,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2920",76.4967957,521873,521895.594,958998,1064781.38,377415,447573.313,603.48877,1007.56543,2589.11108,29950.1055,2026.15967,3127.09717,2045.60132,25791.9082,408.039276,2751.6626,9751.76758,-1061.7535,132.372772,-133.3429,73151.3438,1548.34851,16633.3984,12257.0254,249.973831,661.651428,30448.5352,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2921",76.6495972,356656,379755.438,1457153,1587038.63,332380,408082,765.334778,1322.04395,3065.93726,2218.08154,1832.97437,39840.3633,689.095947,835.072876,185.538208,541.475952,6408.90234,473.674469,174.060364,1891.48706,311.977051,274.530121,415.940216,12998.1855,438.482117,49.4999161,1657.27356,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2922",76.6761017,479864,499800.438,1464373,1573469.38,387996,466541.781,3149.47607,-106.19336,3329.69727,32427.2402,1711.40137,69508.1641,950.598145,16826.0859,7330.15869,5738.21436,10179.7031,4312.43311,9865.81055,-1070.8112,-78.626801,773.515381,816.808533,20453.1074,290.403809,495.48288,-129.08191,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2923",76.6871948,383082,419233.844,1393869,1501914.63,361753,435957.969,957.172302,1500.80151,3183.01904,36540.1406,2814.05884,2025.36023,507.613953,11664.1445,843.545654,14487.0254,12878.2656,-164.11938,-190.2338,1877.72925,86861.0234,1308.63464,148.89917,37109.5898,-191.54506,909.114746,34381.3164,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"2924",76.7062988,540946,554492.5,592482,659159.125,273697,317190.813,2188.29712,360.725098,1573.22021,22459.1504,1298.00159,4884.76465,2803.0127,11915.2109,1769.80176,5873.66162,4415.06543,-438.21497,1257.44653,-394.50153,65161.6914,663.224609,1157.89954,9143.53809,32.4607544,121.909637,1168.15479,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
