"","Time","SSC.H","SSC.A","FSC.H","FSC.A","SSC.B.H","SSC.B.A","BV421.A","eFluor.450.A","LIVE.DEAD.Blue.A","BV480.A","BV510.A","BV570.A","Super.Bright.645.A","BV711.A","BV785.A","BB515.A","Alexa.Fluor.532.A","PerCP.A","BB700.A","PE.A","PE.Texas.Red.A","PE.Cy5.A","PE.Alexa.Fluor.700.A","PE.Cy7.A","Alexa.Fluor.647.A","Alexa.Fluor.700.A","APC.Cy7.A","FileName","Tetramer_Positive","Tetramer_Positive_AllSheet"
"4929",143.391403,330966,383179.094,1220253,1353206.5,407951,511844.406,-349.75833,2032.06494,3421.64355,45338.9727,2374.17993,1023.47803,-254.28387,8303.68848,306.62381,972.057861,4169.32617,6281.74609,905.482239,367.650055,82572.8828,1969.95459,8468.03223,27457.1973,129.602829,793.071594,3761.55493,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4930",143.403091,185134,191108.953,1418827,1529458.75,199199,226154.766,620.580994,1179.00854,2424.40063,24823.5488,982.993164,520.771973,-61.657166,13290.9824,-1111.0466,1191.05212,5918.90381,5040.72412,6400.16553,432.491394,87428.3516,-264.13043,14311.5283,16547.4824,562.433411,279.776215,50541.8477,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4931",143.457092,337384,368262.844,1163080,1243877.88,324827,381400.531,2622.87476,-41.433472,1547.49878,4801.75195,3331.7688,1567.80347,475.135071,965.095886,1145.59851,603.720947,17445.5645,335.444733,321.774933,2299.66162,430.252014,97.1790009,219.464813,1829.55249,142.807556,907.523071,1344.10547,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4932",143.4991,273495,306778.188,1179017,1351295,360333,424315.625,2278.64526,1459.53027,1201.87524,29674.1152,-889.89502,2266.17212,1222.45154,4261.27734,53.9973755,-418.57129,6006.17236,-193.53961,-541.06232,1555.12378,71821.5859,1463.18347,9957.36426,24162.4844,717.450806,222.645233,117808,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4933",143.534698,429664,447271.313,1681548,1827982,345119,443090.656,372.125183,1645.13184,3881.23633,31648.9941,2539.09351,1559.08105,1127.00854,24461.25,583.748596,3018.95996,9462.5332,2744.97412,774.093201,2302.0979,93986.8359,-2068.29,10929.0293,5887.9209,1425.81628,604.846313,263468.469,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4934",143.570496,225501,238546.156,759868,893264.813,259620,295895.406,1531.70935,1740.40039,1529.45447,20757.25,543.881714,1527.87622,-185.64471,7606.84766,264.920776,1048.09448,10688.3018,597.984192,250.452576,1560.32043,67720.7656,323.791138,625.254211,12864.4521,276.649109,242.340393,36162.8008,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4935",143.682999,140506,152557.953,1550316,1660893.63,227208,274427.531,1486.87207,1919.70166,1792.24634,18594.832,218.041016,605.255493,-406.75287,11408.7734,-1206.5391,1334.13562,5604.47412,-126.93188,-490.10699,925.743225,76269.1797,1091.68726,968.380066,11121.2773,172.723373,649.621094,49220.0508,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4936",143.698395,194091,198664.734,1423064,1552929.75,193194,229573.797,1723.77808,1809.13513,2158.09766,18170.5703,64.6118164,2310.15796,486.451111,11064.248,-426.47418,1314.27783,5458.94824,467.333649,-47.839508,1225.60803,84079.9688,123.576309,-346.37592,11625.7344,887.057495,497.726532,105338.258,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4937",143.6987,479878,500413.875,924058,1059011.63,359534,451595.656,8125.29102,430.26178,2345.15234,59891.5391,953.097656,2372.75928,1117.91809,-178.27185,822.901062,339.23175,5381.88672,3991.45508,9701.27832,4802.87109,78998.2656,1353.48804,2513.30713,56057.9961,1412.32397,267.971039,44116.0117,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv","CP11","20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+Tetramer-All.csv"
"4938",143.753601,393259,425106.438,1388645,1541741,424986,506945.531,793.649597,823.059448,2933.29492,42682.0352,536.177612,2663.396,641.324036,15715.6973,2553.04785,1403.48694,8120.64795,2244.47803,7016.30029,-407.64313,220.573807,532.810608,1200.94556,13476.1924,236.57341,1579.81677,493.275024,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4939",143.844696,410625,431228.281,574703,659300.75,484777,564308.813,2622.698,-79.742432,1519.63135,2991.4624,1148.73279,3075.23584,827.330505,755.88208,15730.5234,5262.41357,9630.35742,-243.40329,249.5392,1082.41565,272.060303,232.544983,1139.82874,512.475952,260.303192,1286.31055,991.659851,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4940",143.883698,215654,225290.031,1486026,1605714,250289,297340.219,1219.7085,1118.90356,2218.57373,15372.6191,1225.39893,19392.6641,754.823425,5094.28809,394.462646,2709.37207,7303.42627,162.634659,236.781677,546.197327,745.888184,-92.874695,1557.64893,6198.15283,-36.849747,285.24054,8895.6543,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4941",143.936798,307243,338636.281,1381391,1461769.38,404226,457286.156,1020.97223,90.687561,4681.62012,2927.91992,1769.93542,33973.3828,1128.78821,720.95813,590.410828,1757.3811,8408.07031,351.043701,-7.6764526,2095.32617,220.20752,333.419769,663.349121,13516.4541,615.780457,944.365662,227.157593,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4942",143.968597,293877,318999.969,1494570,1591887,345955,421028.969,-464.98663,1591.86096,3084.41162,30801.8262,423.549805,19950.3008,-59.804138,33289.793,-70.18634,927.633972,3901.35059,636.018677,180.167007,2496.67798,116.315186,466.071655,11812.792,5070.60254,140.676025,925.482361,840.787842,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4943",143.969193,278339,275673.219,1217155,1351617.5,254994,300243.281,1262.75024,2444.60156,1670.53979,16354.4844,1359.33154,2746.09277,1264.09082,5487.99854,672.843445,5.54772949,12597.5635,733.838989,257.666931,-332.14755,71267.7578,-1354.1392,1230.4729,8695.85254,588.1203,448.365936,102603.313,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4944",144.051498,253563,268744.781,818978,920754.188,253965,307201.281,1010.15643,892.107544,1919.4845,16514.2051,2715.22583,22443.3438,1633.47778,4307.8999,1268.36377,1979.82739,10986.1191,-16.451447,579.005127,-188.2532,-276.73438,729.184753,192.038269,15521.4326,323.522644,550.385132,53312.7227,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4945",144.084198,299376,307871.938,1251447,1345026.63,266612,301893.469,921.931152,2804.67627,2170.94434,22363.6484,834.643677,3059.19727,1787.41992,16870.4199,1233.26636,2632.33325,11713.1006,485.737976,1027.85596,873.971436,57150.0508,-332.82428,559.752258,7941.13037,280.67157,580.02179,79026.5547,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4946",144.113098,219341,237585.328,1547684,1621439.13,262785,289483.063,935.741577,1605.12976,1938.47705,22640.9219,522.066406,2720.45313,707.9729,10544.3945,-67.067688,3652.78076,9650.86035,437.157776,-1695.3452,-272.34384,94936.9141,862.053528,231.945953,24507.3184,1068.28711,552.02063,80520.4922,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4947",144.128494,289689,292667.813,1609607,1728161.38,247086,298144.438,756.951965,1625.17554,2714.5918,48551.2148,464.849854,2022.62964,1258.02075,10884.1602,159.448486,138.445801,8064.61963,5483.87256,2743.04443,754.959717,95873.5313,-613.43921,3489.48291,28290.0664,796.039124,-63.26812,47387.8242,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4948",144.140396,407273,425299.438,1499131,1644899.38,333296,418645.5,589.048828,1731.41846,2917.66748,46904.6367,4062.37695,3063.36377,2232.68237,28183.3926,2243.30981,1875.30359,8046.30859,2402.47559,1730.24976,950.958862,106373.992,-532.4375,9801.96973,14053.4883,146.196472,797.501404,16841.8555,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4949",144.179489,462281,525149.25,1010695,1137085.88,482647,616628.375,4965.05225,-482.28625,2000.35547,2902.2605,1363.43518,27180.2148,873.100464,3100.77661,60074.375,1273.28516,9422.81543,-329.65845,799.022339,2621.42603,478.7005,819.38562,444.988953,11562.7949,121.263138,1612.4801,1724.4314,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4950",144.180298,271552,290993.813,1461148,1549153.38,308113,347304.906,1706.47449,894.382996,2032.40698,30219.7207,720.218262,3329.11792,1339.61792,15092.6484,1198.59375,122.91803,5726.06641,1516.43958,142.978119,304.679718,69811.6875,78.4086609,1225.22705,21007.2109,560.057678,519.706177,75037.6797,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4951",144.212799,435264,431725.438,550130,606779.375,305741,368826.75,1298.79993,1397.2085,2213.073,37740.0273,1489.54358,3146.95825,1821.91333,13085.9277,915.710205,-216.70813,4145.23096,5336.49756,2736.88208,3590.76172,97887.1484,-105.70795,1542.84204,42553.3164,377.294067,490.47168,600.016602,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4952",144.244095,356994,373413.594,730656,812129.75,331327,380358.188,1332.60559,2281.47803,904.059448,25091.709,154.153076,2461.56152,1645.2865,8795.59766,1057.37866,1059.44739,8015.46875,184.955383,-891.75409,1704.34326,75267.0781,607.866699,1814.46777,13990.7559,448.636169,371.676544,45160.4336,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4953",144.270889,344990,361301.156,1334955,1458859.88,327332,398048.781,1625.63257,93.2086182,2928.36279,2206.0459,3469.68359,26831.3789,2213.94702,1224.66272,1300.11328,8459.42383,7036.06982,814.390198,515.93689,113.031525,-223.36491,-61.598358,242.946182,11794.1064,-207.46471,583.345764,1700.32385,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4954",144.306793,261497,270677.625,1352730,1486677.75,237013,277791.156,955.434143,817.154907,2032.19861,27293.3164,1835.79517,2246.23901,2296.25757,5502.25586,889.991699,-362.10437,9040.83496,4165.75488,790.083801,568.335571,106104.797,-550.45825,10457.2686,11439.8311,597.481689,-323.50119,47354.0664,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4955",144.324295,417319,433516.656,1242113,1378642.5,287057,353643.688,933.36969,1175.00647,2678.70898,55977.9375,880.642334,3202.25928,1983.65186,33685.6602,169.892731,-72.882202,8193.94824,4753.76611,687.801392,63.4414291,101027.703,482.865387,3729.23828,10009.3311,11.472496,964.771118,17588.3652,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4956",144.332596,317682,339802.781,1525948,1626705.38,370490,441044.844,1465.44019,2422.99072,1739.49097,47167.2773,1642.61841,1869.72168,670.669861,1298.67432,-1.9053955,4315.35205,9686.86133,-660.09863,1481.26489,1002.45618,123535.398,400.972961,1427.96509,15227.0322,687.361877,-105.94958,47000.7148,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4957",144.3909,281612,289211.656,1357111,1466529.25,271948,309936.469,966.725098,1398.47998,2001.198,20768.1016,1775.7113,2471.95557,592.183838,13119.6719,162.989258,972.421265,12556.9375,901.149658,27.0606995,649.084595,77157.5703,249.073227,113.316833,11413.2412,1309.94385,-169.14114,63760.6563,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4958",144.410599,207253,219260.172,1483445,1607581.13,228560,270976.375,714.167664,2185.49219,2339.66846,25626.8711,1596.59705,1036.89233,-1031.7886,15913.916,264.431213,2435.81934,4526.59082,5866.67822,1467.01001,1505.49976,69964.2031,709.942261,1625.86572,15588.8428,238.094772,593.664124,12349.6426,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4959",144.4245,438799,458936.938,1362504,1444133.63,356968,426320.5,1515.22131,593.02124,2724.47559,47615.5469,3083.20239,1891.20471,1889.19897,11952.5879,1851.73413,1103.23901,9690.50781,5352.44824,1181.44897,1386.54321,94894.7266,-207.92578,3490.56543,14581.7549,1073.46643,-371.16379,95136.2109,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4960",144.440002,358500,377824.625,1422717,1526046.25,307362,359288.281,1388.58972,2045.17236,2144.17822,36980.0273,468.517334,2558.53052,2433.66235,15440.7754,1062.61475,289.664612,5200.49463,-93.190063,-806.7934,3211.51538,82679.7109,370.440674,5825.74268,10927.7881,704.434631,74.7089615,69333.7188,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4961",144.455399,584128,634472.813,1658283,1774879.63,414215,525404.125,1049.02917,930.041382,3159.43945,41429.2383,1779.75586,2098.54614,448.530884,33492.6484,1509.72375,-298.67065,13774.9766,766.696472,-321.4787,576.324585,105.225388,-34.059937,1265.30798,2515.17407,254.315109,194.97345,380.507202,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4962",144.635696,193379,198812.641,1501602,1602135.5,223739,254492.688,248.622421,2278.30249,2235.60938,19479.2051,2100.29907,1230.56287,358.410706,12538.9434,275.418091,1364.88525,11058.8887,-34.524384,-999.9715,1137.97827,59440.0703,1873.54578,-207.82721,6609.36426,80.1173553,688.960999,38809.2734,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4963",144.713196,355908,403944.531,1568922,1688801.63,432976,524498.563,2777.30347,3558.33496,3260.11865,25591.9766,1094.82471,19971.2383,1126.25598,804.115601,2573.9292,1162.31128,7970.36279,4831.00342,8250.80078,197.513916,275.425537,388.102112,375.06604,18229.1758,473.428284,330.976318,1973.01929,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4964",144.768204,311474,329786.5,1303717,1390874.13,321443,386213.125,2250.30371,218.253418,2064.89868,2331.03687,1567.02856,16493.4492,556.299072,481.540283,16590.6758,2365.56104,8257.00098,319.090729,311.459442,1043.3175,581.671326,91.233017,24.8841858,2560.12622,17.6198502,652.836182,1087.8031,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4965",144.793793,239321,256983.172,1122301,1211525.75,358412,403226.125,759.715393,2002.96106,2096.32056,29555.7715,496.535645,1318.31946,-106.59418,12579.3008,-853.74896,1487.66309,6685.85938,1350.10339,-102.55438,730.044617,75112.6094,1882.38,2369.64697,17059.3086,328.93512,1356.14294,120968.57,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4966",144.849899,255164,268650,1553087,1637125.63,365637,408946.656,799.301453,1384.39087,2056.66968,11601.3799,2079.15845,40045.5898,1668.31384,4700.00146,1105.19214,2804.80127,5656.44287,-149.24048,391.596497,1574.46326,45.8500519,686.71759,477.189728,3202.81226,694.910767,-214.03116,117270.234,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4967",144.960495,349039,355012.219,1322290,1439136.13,262763,313992.594,1068.45483,2702.58789,2641.84668,19074.9004,2459.53931,3106.38452,1060.97021,6469.55762,-508.80402,1703.40613,13312.417,746.321655,1122.52039,191.746552,88187.6875,-1715.3044,-447.39343,19520.5313,860.319336,636.418823,93704.3828,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4968",145.050201,191428,198621.125,1571396,1700592.38,234787,274965.969,1615.39746,1193.86621,1885.92285,21810.2949,359.839355,1142.27124,-527.31757,9606.28125,-1907.8384,1716.47363,11129.9014,-686.19153,-328.8205,1515.51135,82602.875,2220.9231,-1233.3949,15116.3535,-79.980453,835.633789,97923.6406,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4969",145.065903,468731,507532.281,1549445,1622071.5,429434,508772.813,1402.87683,119.71405,3233.72827,46708.6992,2265.1875,4097.97021,2084.44873,26753.3301,2177.21289,1973.64746,11643.0176,2505.61768,-559.48895,516.963745,98871.9766,817.961609,9283.80957,7636.64014,290.318298,194.423523,2048.38525,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4970",145.098404,546863,582641.75,1053742,1190332.63,398991,502877.938,1309.17749,1368.75549,3052.44946,4056.22559,3331.57861,3942.52148,650.620117,1416.78296,13974.3506,12423.7754,19783.1133,352.522064,10596.3125,233.373642,142.58725,-273.60284,962.015198,6984.88867,-50.188889,1195.03845,297.055969,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4971",145.11319,365611,396844.094,1270618,1390743.25,403813,485512.063,1189.79663,677.065002,2444.80469,17866.7266,4083.48413,32130.3008,2363.96411,13942.6895,930.024109,4850.76318,9042.37695,-809.03699,368.713501,563.958618,-435.73853,1044.10083,327.778107,12767.6729,362.248535,-30.173546,79241.7734,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4972",145.140793,298845,297279.125,1132572,1263955,240459,282567.844,2258.40479,1940.21667,1345.76001,16983.1484,646.846802,2813.78979,291.480835,2757.75928,-386.9267,642.178345,11370.4971,630.761841,631.661499,79.3924713,70239.8984,-561.93127,420.713959,8909.9248,462.926086,563.619995,93939.6641,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4973",145.145889,202291,207293.891,1391650,1512085.75,247332,284656.438,1756.82507,297.088135,1692.71997,35164.5234,-520.98486,2157.49609,535.816345,-93.737183,229.180573,786.955994,3877.94873,3282.40234,11125.1279,812.814636,48890.1719,1313.08875,47450.6328,13740.5508,226.020432,-215.84274,12998.4424,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4974",145.169098,430477,433876.563,1512149,1679909.25,315477,379831.406,306.925415,2489.14941,2902.53833,27224.5098,2133.99805,2582.31372,1353.79346,22668.8789,-86.629456,437.573914,9822.91309,930.663696,3896.16431,2469.31665,79499.4922,692.584229,2973.66064,15167.3301,215.590454,-559.45905,6091,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4975",145.250397,428818,475201.531,1486186,1586248,432923,531123.375,956.891296,1530.49902,3342.97998,1740.49158,2330.31177,45481.8164,1933.52295,710.298584,2609.50439,2887.26709,10279.2217,711.087463,1069.44849,441.795349,14.9861298,349.790466,562.235352,3654.98486,333.824463,672.516174,3727.11108,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4976",145.323502,297912,309853.969,1530136,1624363.75,350413,384477,1796.51477,142.651733,1989.81494,32932.918,2262.68457,1597.41211,1870.17944,10428.3574,1092.45801,-86.959351,6869.12354,1411.00073,-524.85358,512.829285,72474.0469,442.281433,804.921387,13274.4277,123.5867,562.454346,14791.4258,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4977",145.336594,282330,305213.875,1506051,1634520.38,349347,411677.094,1274.21631,2438.71631,2611.89893,32476.7461,2648.67773,2781.85205,2297.62158,13503.8926,1012.58307,3501.94092,8312.61816,3567.56445,2182.20142,312.500305,87207.5938,-643.19122,6990.01807,8743.81055,16.0937958,137.673492,52780.3477,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4978",145.378403,469221,514896.219,1405057,1478193.5,409006,491637.688,1124.49133,662.105225,2731.8103,3014.31958,2003.42078,2531.46118,857.367493,5211.96094,1417.99805,2585.82227,12576.1563,2361.59082,177.668121,94.6079865,59814.5195,-721.22491,570.12207,15382.498,611.938904,925.024414,24095.3555,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4979",145.384399,315623,320882.781,1517827,1636334.75,283529,335287,1148.38208,1341.79065,2676.68945,32296.1563,2314.57251,1875.95654,616.972534,8592.60645,808.944153,2959.47827,9923.07715,1421.15039,211.546051,1789.67554,95310.8984,636.684753,-833.09729,58610.4102,959.937073,294.866486,83081.5547,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4980",145.387802,283840,297454.938,1681712,1798100.75,273236,319555.969,669.207703,1034.97913,2474.44873,26777.4805,1577.1272,1722.12646,289.713257,13430.6895,427.669098,14.6386719,5539.46289,4307.04346,2019.56274,3084.3186,73189.7266,610.168213,2132.98169,29525.1621,669.636719,162.610458,-502.25348,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4981",145.41069,409389,435996.563,1151474,1329535.38,406482,502122.25,1100.92664,519.256775,2230.61377,34673.9844,1519.10498,3205.70557,2133.36841,28680.2227,2072.61401,8043.98096,6427.90332,2721.00977,4517.09326,537.295959,69800.7969,39.2685699,2236.10913,10257.9141,30.8671722,-100.9537,1928.11365,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4982",145.438095,305877,336040.969,598686,669865.625,310241,407445.031,614.10022,2469.28955,2983.37646,45275.6094,2020.31812,1999.02539,419.453796,20501.2051,270.254517,560.03479,5085.18115,6621.08984,414.317322,807.41687,102217.469,-2317.627,6176.48535,25476.5742,919.579895,327.711395,60327.4297,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4983",145.520294,688649,745346.813,931998,1036482.25,509388,626638.125,1067.06702,370.309998,8975.57227,2058.58325,2575.06909,26360.6406,870.434021,1153.91687,747.462524,917.774353,5894.82373,387.341583,117.851501,-772.07318,-757.79266,294.63916,176.163177,9778.92773,761.891113,551.184631,10229.1045,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4984",145.543594,448730,472292.563,959671,1037666.31,404462,489037.125,1270.2467,54.4868164,1915.89819,17902.5879,2289.01245,26157.0273,1862.28784,4084.93042,1560.9292,3392.86426,8160.93457,-1.1767578,1275.20068,-650.50787,238.283157,-29.764771,449.117676,2053.01563,-177.02617,392.623901,3707.97485,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4985",145.555603,444190,482431.469,1053018,1181014.25,299141,377082.406,1267.18652,289.134705,2399.36084,33903.1211,1749.26221,3337.94971,2661.9104,20822.8145,2242.48096,2540.45947,3381.51465,2553.67188,718.21167,703.606445,74978.2578,895.514893,9189.69336,8889.96973,414.951843,425.538116,33329.0469,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4986",145.56459,254157,274110.781,1405737,1541198.75,347261,402499.531,896.752747,1028.02295,2664.50635,2626.15845,937.664551,18600.3145,891.095154,1006.90063,789.662292,1590.23779,7029.13867,350.066101,2783.61987,1067.42126,430.783508,153.344925,1304.7113,4041.37305,476.042847,707.680054,268.605896,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4987",145.569,274390,289345.844,1354987,1423166,250323,283644.594,847.161316,554.545837,1887.96936,39731.2305,-583.1853,2861.43799,1431.32349,7278.55811,-94.865723,114.938904,6476.11768,1367.13586,-1345.4775,4140.30762,87069.3359,1423.82532,-479.04193,41544.3633,-75.622803,830.925659,23835.584,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4988",145.682404,401257,439722.531,1666646,1747093.88,394091,477016.906,536.11908,1206.16956,3015.79199,38984.0273,894.326416,44766.918,309.64801,28333.5684,1819.54199,3011.87402,6613.88037,2292.16504,222.193802,1941.19824,-178.27946,946.28717,2052.76367,6706.4209,402.36554,305.224182,1227.54871,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4989",145.783203,499832,547398.5,879279,1010708.75,479245,592949.875,1901.34351,780.522766,3466.73535,51174.0508,797.356445,2229.69116,1049.1145,38952.8086,2335.69409,521.168884,7913.30713,4561.72949,2999.4165,1345.24988,89648.3828,-883.96289,2932.21973,16410.748,426.373779,469.347412,-128.32678,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4990",145.812393,515956,570559.438,1162894,1251275.63,545129,630540.875,1662.02673,939.784668,2988.01074,2841.74927,4080.52197,4304.84863,1159.42224,585.662048,2054.25439,1155.8949,11855.4473,177.418869,-565.74976,206.958435,163.295288,463.092712,443.885895,1675.51392,673.213928,1183.88269,83675.6484,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4991",145.813004,213611,222198.469,1484541,1619904,231591,275799.875,1411.0835,443.060974,1747.12964,21690.7988,719.517822,2082.92017,744.196533,11168.1953,-444.67767,2004.08093,7985.85156,357.40451,-373.09564,-237.77606,-115.3709,-105.49301,1198.78809,2656.71802,857.145691,221.360596,31207.0879,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4992",145.836594,461208,476594.969,1549030,1704645,426378,521785.469,1001.79535,631.51123,3541.84082,8389.66113,1679.58325,35023.0195,1409.12671,13359.7813,2351.08447,1803.48059,7328.50146,-854.41351,479.76239,277.55011,40.5667725,1176.10461,352.01355,13281.8926,1417.87927,1433.59399,172600.75,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4993",145.976303,353214,364290.219,1146668,1245932.75,276681,317787.344,1435.50562,1041.44495,1937.65076,18819.5469,650.569214,31261.2578,835.706543,6723.55615,1007.61224,-1.4827881,8813.18457,-243.20731,615.761841,-1288.0551,-444.84839,907.333374,616.178345,16711.4004,604.634033,225.215088,34437.1992,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
"4994",146.017395,352763,356988.313,1237045,1333903.63,299246,362605.688,1314.43628,1578.57288,1899.61023,20519.502,1267.42554,3259.25098,2295.05298,9510.75781,1141.27795,1144.45435,5664.98779,3914.74951,1188.36597,-641.30713,62040.6875,-1432.8783,3178.01123,10168.6523,255.924103,-72.878685,6729.97363,"20200228_FR_PRO_T1D_HU_AD_MON_20200228_TNET007_CP11_CD3+.csv",NA,NA
